Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Albany Shaker Rd & Twilight Terr,2626,-73.77284,42.7004,737,COLONIE,TWILIGHT,No,No,No,No,Yes,No,"{'latitude': '42.7004', 'longitude': '-73.77284'}",834,48,2030
Delaware Ave & Cherry Ave,10595,-73.850992,42.615616,18,BETHLEHEM,DELAWARE,No,No,Yes,No,No,No,"{'latitude': '42.615616', 'longitude': '-73.850992'}",837,1180,2030
Elm Ave & Delaware Ave,11903,-73.851935,42.61547,719,BETHLEHEM,CHERRY,No,No,No,No,Yes,No,"{'latitude': '42.61547', 'longitude': '-73.851935'}",837,1180,2030
3rd St & N. Manning Blvd,1493,-73.7774,42.67335,"138, 804",ALBANY,MANNING,No,No,No,No,Yes,No,"{'latitude': '42.67335', 'longitude': '-73.7774'}",814,43,2030
Rt 7 & Mohawk Rd,2489,-73.849862,42.781102,370,NISKAYUNA,MOHAWK,No,No,No,No,Yes,No,"{'latitude': '42.781102', 'longitude': '-73.849862'}",107,78,2142
Manning Blvd & N. Main Ave,11905,-73.78266,42.67014,"801, 805",ALBANY,MANNING,No,No,No,No,Yes,No,"{'latitude': '42.67014', 'longitude': '-73.78266'}",814,43,2030
Hackett Blvd & Hollywood Ave,1181,-73.79675,42.64953,734,ALBANY,HOLLYWOOD,No,No,No,No,Yes,No,"{'latitude': '42.64953', 'longitude': '-73.79675'}",814,45,2030
George St & Swan St,11028,-73.69147,42.74436,"182, 809",GREEN ISLAND,CENTER,No,No,No,No,Yes,No,"{'latitude': '42.74436', 'longitude': '-73.69147'}",833,13,2030
Columbia St & Cohoes Elementary,7158,-73.709585,42.771145,"522, 802",COHOES,CHESTNUT,No,No,No,No,Yes,No,"{'latitude': '42.771145', 'longitude': '-73.709585'}",835,1176,2030
Nott Terr & Liberty,1534,-73.933392,42.814611,"351,354, 370",SCHENECTADY,NOTT,No,No,No,No,Yes,No,"{'latitude': '42.814611', 'longitude': '-73.933392'}",104,74,2142
State St & Fairfax Ave,11327,-73.89104,42.76867,355,NISKAYUNA,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.76867', 'longitude': '-73.89104'}",107,73,2142
Lark Dr & Arbor Dr (Arbor Hill Elementary),3358,-73.74884,42.66191,"100,138,801,803, 805",ALBANY,ARBOR,No,Yes,Yes,No,Yes,No,"{'latitude': '42.66191', 'longitude': '-73.74884'}",814,47,2030
Saratoga Indoor Ice Rick(Victorian Stroll Only),15075,,,76,SARATOGA SPRINGS,UNKNOWN,No,No,No,No,No,No,,,,
2nd Ave & S. Bertha St,2057,-73.77876,42.63916,"6,801,803,804,805, 809",ALBANY,BERTHA,No,No,No,No,Yes,No,"{'latitude': '42.63916', 'longitude': '-73.77876'}",814,46,2030
1012 Rt 50 (Westwood Motel),2409,-73.872338,42.941154,450,BALLSTON,WHITE BEACH,No,No,No,No,Yes,No,"{'latitude': '42.941154', 'longitude': '-73.872338'}",1011,1147,2141
4th St & St. Luke's  Ave,4252,-73.6967,42.70895,"85, 224",TROY,ST LUKES,No,No,No,No,Yes,No,"{'latitude': '42.70895', 'longitude': '-73.6967'}",110,11,2138
Cohoes Middle School,12930,,,802,COHOES,BEVAN,No,No,No,No,Yes,No,,,,
Edmund O'Neal Middle School,12935,,,804,ALBANY,3RD,No,No,No,No,No,No,,,,
Whitehall Rd & Cardinal Ave,1063,-73.80151,42.64745,"6,801,804,805, 806",ALBANY,TURNER,No,No,No,No,Yes,No,"{'latitude': '42.64745', 'longitude': '-73.80151'}",814,46,2030
Whitehall Rd & Collins Pl,2572,-73.816636,42.654533,"6,13,113,138,801,804, 813",ALBANY,WHITEHALL,No,No,No,No,Yes,No,"{'latitude': '42.654533', 'longitude': '-73.816636'}",814,45,2030
S. Allen St & Cliff St,1132,-73.79972,42.65931,"138,801,804, 806",ALBANY,BOWER,No,No,No,No,Yes,No,"{'latitude': '42.65931', 'longitude': '-73.79972'}",814,45,2030
Western Ave & Norman Ave,10209,-73.88659,42.69732,"117,719, 763",GUILDERLAND,CORNELL,No,No,No,No,Yes,No,"{'latitude': '42.69732', 'longitude': '-73.88659'}",832,40,2030
Rt 20 & Okara Dr,1656,-73.927379,42.711867,763,GUILDERLAND,STATE HWY 146,No,No,No,No,Yes,No,"{'latitude': '42.711867', 'longitude': '-73.927379'}",832,72,2030
208 Mohawk Ave (Hughes Real Estate),12387,-73.96478,42.82683,353,GLENVILLE,TEN BROECK,No,No,No,No,Yes,No,"{'latitude': '42.82683', 'longitude': '-73.96478'}",108,50,2142
Hackett Blvd & Collins Pl,11604,-73.81565,42.65575,"734, 805",ALBANY,COLLINS,No,No,No,No,Yes,No,"{'latitude': '42.65575', 'longitude': '-73.81565'}",814,45,2030
Mariaville Rd & Kelly St,1634,-73.9909,42.792448,351,ROTTERDAM,MARTIN,No,No,No,No,Yes,No,"{'latitude': '42.792448', 'longitude': '-73.9909'}",105,75,2142
McClellan St & State St,12447,-73.92564,42.800271,352,SCHENECTADY,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.800271', 'longitude': '-73.92564'}",104,73,2142
Hibernians Hall (Schenectady Senior Center),12950,,,830,SCHENECTADY,NASSAU,No,No,No,No,Yes,No,,,,
Rt 7 & Shannon Blvd,2494,-73.854502,42.782563,370,NISKAYUNA,STATE HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.782563', 'longitude': '-73.854502'}",107,78,2142
Western Ave & S. Lake Ave,259,-73.77441,42.66092,"10, 808",ALBANY,LAKE,No,No,Yes,No,Yes,No,"{'latitude': '42.66092', 'longitude': '-73.77441'}",814,40,2030
New Loudon Rd & Fiddlers Ln,1910,-73.755631,42.720148,182,COLONIE,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.720148', 'longitude': '-73.755631'}",834,1288,2030
School St &  Mohawk Ave,11561,-73.70836,42.7837,802,COHOES,SCHOOL,No,No,No,No,Yes,No,"{'latitude': '42.7837', 'longitude': '-73.70836'}",835,1176,2030
New Scotland Ave & Haldorf St,1023,-73.807372,42.658738,"13,801,804, 806",ALBANY,HALSDORF,No,No,No,No,Yes,No,"{'latitude': '42.658738', 'longitude': '-73.807372'}",814,45,2030
Shaker Place,10512,-73.81487,42.74317,"117, 155",COLONIE,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.74317', 'longitude': '-73.81487'}",834,48,2030
Van Vranken Ave & Gerling St,11278,-73.92139,42.8283,"351, 998",SCHENECTADY,FLORENCE,No,No,No,No,Yes,No,"{'latitude': '42.8283', 'longitude': '-73.92139'}",104,77,2142
Geyser Rd & Deer Run Dr,12242,-73.84693,43.04695,"451, 540",MILTON,DEER RUN,No,No,No,No,Yes,No,"{'latitude': '43.04695', 'longitude': '-73.84693'}",999,1148,2141
North Line Rd & Rt 50,12228,-73.83939,43.02283,451,MILTON,DOUBLEDAY,No,No,No,No,Yes,No,"{'latitude': '43.02283', 'longitude': '-73.83939'}",999,1148,2141
26 Elm St,10918,-73.609,42.51837,520,NASSAU,KATHLEEN WAY,No,No,No,No,Yes,No,"{'latitude': '42.51837', 'longitude': '-73.609'}",126,1296,2138
Livingston Ave & Quail St,10707,-73.7684,42.66927,"138,801, 804",ALBANY,QUAIL,No,No,No,No,Yes,No,"{'latitude': '42.66927', 'longitude': '-73.7684'}",814,43,2030
660 New Loudon Rd,1888,-73.7623,42.736329,182,COLONIE,LOUDON,No,Yes,Yes,No,Yes,No,"{'latitude': '42.736329', 'longitude': '-73.7623'}",834,1288,2030
Madison Ave & S. Lake St,345,-73.777572,42.658042,"114,763, 806",ALBANY,LAKE,No,No,No,No,Yes,No,"{'latitude': '42.658042', 'longitude': '-73.777572'}",814,45,2030
1205 Rt 7 (Riverhill Center),2476,-73.82293,42.77192,370,COLONIE,UNKNOWN,No,No,Yes,No,Yes,No,"{'latitude': '42.77192', 'longitude': '-73.82293'}",834,1288,2030
572 Saratoga St (CDT Automotive),11084,-73.70041,42.75609,182,COHOES,SARATOGA,No,No,No,No,Yes,No,"{'latitude': '42.75609', 'longitude': '-73.70041'}",835,1176,2030
Lark St & Hudson Ave,546,-73.766399,42.653697,"13,18,734,763,801, 870",ALBANY,HUDSON,No,No,No,No,Yes,No,"{'latitude': '42.653697', 'longitude': '-73.766399'}",814,47,2030
Curry Rd at Trustco Bank,3515,-73.96334,42.78375,763,ROTTERDAM,PARKLAWN,No,No,No,No,Yes,No,"{'latitude': '42.78375', 'longitude': '-73.96334'}",105,75,2142
Wood Ave & Avenue B,2337,-73.91525,42.83356,351,SCHENECTADY,AVENUE B EXT,No,No,No,No,Yes,No,"{'latitude': '42.83356', 'longitude': '-73.91525'}",104,77,2142
Fuller Rd & Loughlin St,12669,,,"117,190, 806",ALBANY,LOUGHLIN,No,No,No,No,Yes,No,,,,
Western Ave & Brookwood Ave,2017,-73.83099,42.67891,"10,763,806, 808",GUILDERLAND,KNOWLES,No,No,No,No,Yes,No,"{'latitude': '42.67891', 'longitude': '-73.83099'}",832,40,2030
Western Ave & Magazine St,234,-73.82053,42.67554,"10,11,763,806, 808",ALBANY,MAGAZINE,No,No,No,No,Yes,No,"{'latitude': '42.67554', 'longitude': '-73.82053'}",814,40,2030
563 Broadway (Broadway Diner),11001,-73.71584,42.7023,22,COLONIE,UNKNOWN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.7023', 'longitude': '-73.71584'}",834,41,2030
Union St & Bedford Rd,1504,-73.91931,42.81022,370,SCHENECTADY,PARKWOOD,No,No,No,No,Yes,No,"{'latitude': '42.81022', 'longitude': '-73.91931'}",104,77,2142
Hackett Blvd & Ramsey Pl,2553,-73.79384,42.64816,734,ALBANY,PROSPECT,No,No,No,No,Yes,No,"{'latitude': '42.64816', 'longitude': '-73.79384'}",814,45,2030
McClellan St & Becker St,2298,-73.92371,42.80143,352,SCHENECTADY,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.80143', 'longitude': '-73.92371'}",104,73,2142
3484 Carman Rd (Omni Senior Living),1608,-73.942684,42.741864,763,GUILDERLAND,CARMAN,No,No,No,No,Yes,No,"{'latitude': '42.741864', 'longitude': '-73.942684'}",832,72,2030
Central Ave & Fuller Rd,164,-73.81637,42.70298,"1, 807",COLONIE,CALIFORNIA,No,No,No,No,Yes,No,"{'latitude': '42.70298', 'longitude': '-73.81637'}",834,42,2030
Livingston Ave & Thorton St,683,-73.76141,42.66533,"100,138,801,803, 805",ALBANY,MCARDLE,No,No,No,No,Yes,No,"{'latitude': '42.66533', 'longitude': '-73.76141'}",814,43,2030
New Scotland & Allen St (St. Peter's Hospital),704,-73.80225,42.65673,"13,804, 806",ALBANY,ONDERDONK,No,No,No,No,Yes,No,"{'latitude': '42.65673', 'longitude': '-73.80225'}",814,45,2030
9 Bruno Blvd (Ravena Senior Projects),12626,,,813,COEYMANS,RUSSELL,No,No,No,No,Yes,No,,,,
Hoosick St & Otsego Ave,10967,-73.654292,42.741333,"87, 96",BRUNSWICK,HORTON,No,No,No,No,Yes,No,"{'latitude': '42.741333', 'longitude': '-73.654292'}",130,11,2138
2nd Ave & 21st St,4215,-73.70124,42.73094,"182,522, 809",WATERVLIET,UNKNOWN,No,No,Yes,No,Yes,No,"{'latitude': '42.73094', 'longitude': '-73.70124'}",828,19,2030
Franklin St & Lafayette St,12918,-73.938166,42.812881,871,SCHENECTADY,BARRETT,No,No,No,No,No,No,"{'latitude': '42.812881', 'longitude': '-73.938166'}",104,74,2142
New Scotland Rd & O'Niel Rd,3242,-73.82123,42.65364,"13,113,805, 806",ALBANY,ONEIL,No,No,No,No,Yes,No,"{'latitude': '42.65364', 'longitude': '-73.82123'}",814,45,2030
Gerling St & Sheridan Ave,2649,-73.909472,42.823462,"351, 352",SCHENECTADY,SHERIDAN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.823462', 'longitude': '-73.909472'}",104,77,2142
Morton Ave & Elizabeth St,3497,-73.760369,42.642562,"100,801, 805",ALBANY,LINCOLN SQ,No,No,Yes,No,Yes,No,"{'latitude': '42.642562', 'longitude': '-73.760369'}",814,39,2030
19th St & 3rd Ave,2896,-73.70177,42.73013,370,WATERVLIET,3RD,No,No,No,No,Yes,No,"{'latitude': '42.73013', 'longitude': '-73.70177'}",828,19,2030
Albany Shaker Rd & Wertman Ln,2045,-73.7825,42.71266,737,COLONIE,WERTMAN,No,No,No,No,Yes,No,"{'latitude': '42.71266', 'longitude': '-73.7825'}",834,48,2030
Central Ave & Parkwood Dr,2702,-73.83019,42.71538,355,COLONIE,PARKWOOD,No,No,No,No,Yes,No,"{'latitude': '42.71538', 'longitude': '-73.83019'}",834,42,2030
3rd St & Vanburen St,4260,-73.69402,42.71447,"85, 224",TROY,JACKSON,No,No,No,No,Yes,No,"{'latitude': '42.71447', 'longitude': '-73.69402'}",110,11,2138
State St & Broadway - Downtown/Train Station,10207,-73.943305,42.813688,"353,354,355,370,763, 905",SCHENECTADY,STATE HWY 5,No,Yes,No,No,Yes,No,"{'latitude': '42.813688', 'longitude': '-73.943305'}",104,74,2142
Central Ave & Poplar St,2428,-73.84459,42.72805,355,COLONIE,CENTRAL,No,No,No,No,Yes,No,"{'latitude': '42.72805', 'longitude': '-73.84459'}",834,42,2030
Circular St & Lake Ave,12861,-73.780062,43.082592,452,SARATOGA SPRINGS,CAROLINE,No,No,No,No,Yes,No,"{'latitude': '43.082592', 'longitude': '-73.780062'}",994,147,2141
3rd St & Divison St,7117,-73.691384,42.726294,"85, 224",TROY,FERRY,No,No,No,No,Yes,No,"{'latitude': '42.726294', 'longitude': '-73.691384'}",110,11,2138
Madison Ave & S. Pearl St,12320,-73.755252,42.645871,114,ALBANY,PEARL,No,No,No,No,Yes,No,"{'latitude': '42.645871', 'longitude': '-73.755252'}",814,39,2030
Broadway & Draper Ave,2825,-73.9743,42.79409,351,ROTTERDAM,DRAPER,No,No,No,No,Yes,No,"{'latitude': '42.79409', 'longitude': '-73.9743'}",105,75,2142
Lancaster St & Gerling St,3204,-73.906743,42.822346,"351, 352",SCHENECTADY,GERLING,No,No,No,No,Yes,No,"{'latitude': '42.822346', 'longitude': '-73.906743'}",104,77,2142
High Rock Ave & Circular St,12198,-73.778821,43.087591,450,SARATOGA SPRINGS,HIGH ROCK,No,No,No,No,Yes,No,"{'latitude': '43.087591', 'longitude': '-73.778821'}",994,147,2141
Remsen St & Canal Square,4093,-73.701362,42.775135,"182, 522",COHOES,REMSEN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.775135', 'longitude': '-73.701362'}",835,1176,2030
Geyser Rd & Milton Town Hall,12302,-73.85281,43.04483,540,MILTON,COUNTY HWY 43,No,No,Yes,No,Yes,No,"{'latitude': '43.04483', 'longitude': '-73.85281'}",999,1148,2141
Rowland St & Pinehollow Dr,12872,,,"451, 540",MILTON,BIRCHTREE,No,No,No,No,Yes,No,,,,
Delaware Ave & Golder St,2210,-73.7943,42.63522,18,ALBANY,NORMANSKILL,No,No,No,No,Yes,No,"{'latitude': '42.63522', 'longitude': '-73.7943'}",814,46,2030
Western Ave & Gipp Rd,381,-73.86855,42.69098,"117,719, 763",GUILDERLAND,US HWY 20,No,No,No,No,Yes,No,"{'latitude': '42.69098', 'longitude': '-73.86855'}",832,40,2030
Delaware Ave & Hurlbut St,474,-73.77799,42.64258,"18,801,805, 806",ALBANY,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.64258', 'longitude': '-73.77799'}",814,46,2030
Rt 50 & 1st St,3564,-73.95927,42.830663,450,GLENVILLE,BALLSTON,No,No,No,No,Yes,No,"{'latitude': '42.830663', 'longitude': '-73.95927'}",108,50,2142
Pawling Ave & Hawthorne Ave,4349,-73.66988,42.71655,"286, 289",TROY,TERRACE,No,No,No,No,Yes,No,"{'latitude': '42.71655', 'longitude': '-73.66988'}",110,11,2138
Ontario St & Olmstead St,12685,,,"182, 802",COHOES,ONTARIO,No,No,Yes,No,Yes,No,,,,
Madison Ave & Willett St,264,-73.769253,42.653369,"13,114,734,763,805, 806",ALBANY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.653369', 'longitude': '-73.769253'}",814,47,2030
New York State Department of Health,1037,-73.779885,42.652619,"13, 100",ALBANY,NEW SCOTLAND,No,No,Yes,No,Yes,No,"{'latitude': '42.652619', 'longitude': '-73.779885'}",814,40,2030
Seward Pl & Huron St,12430,-73.932412,42.818548,"351, 354",SCHENECTADY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.818548', 'longitude': '-73.932412'}",104,77,2142
Clinton Ave & Lexington Ave,1348,-73.76412,42.66247,"125, 801",ALBANY,HENRY JOHNSON,No,No,No,No,Yes,No,"{'latitude': '42.66247', 'longitude': '-73.76412'}",814,43,2030
330 Columbia Tpke (Stewart's),2738,-73.72668,42.61094,233,EAST GREENBUSH,BARBER,No,No,No,No,Yes,No,"{'latitude': '42.61094', 'longitude': '-73.72668'}",129,1309,2138
S. Pearl St & 2nd Ave,3295,-73.76017,42.637,"6,7,716,801,803,804,805, 809",ALBANY,3RD,No,No,Yes,No,Yes,No,"{'latitude': '42.637', 'longitude': '-73.76017'}",814,39,2030
Rt 50 & Charlton Rd,11164,-73.9254,42.885758,450,GLENVILLE,CHARLTON,No,No,No,No,Yes,No,"{'latitude': '42.885758', 'longitude': '-73.9254'}",108,50,2142
Rt 7 & Amelia Ct,10892,-73.61651,42.54957,520,SCHODACK,COUNTY HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.54957', 'longitude': '-73.61651'}",112,1296,2138
Henry Johnson Blvd & Sheridan Ave,3446,-73.76227,42.66033,"182, 737",ALBANY,SPRUCE,No,No,No,No,Yes,No,"{'latitude': '42.66033', 'longitude': '-73.76227'}",814,47,2030
Putnam St & Spring St Lot(Victorian Stroll Only),12898,,,76,SARATOGA SPRINGS,FOLEY,No,No,No,No,Yes,No,,,,
State Campus Building 8,10629,-73.80932,42.67912,712,ALBANY,STATE OFFICES-WASHINGTON,No,No,No,No,Yes,No,"{'latitude': '42.67912', 'longitude': '-73.80932'}",814,40,2030
Albany Shaker Rd & Pilgrim Dr,2695,-73.75607,42.67739,737,ALBANY,SHAKER,No,No,No,No,Yes,No,"{'latitude': '42.67739', 'longitude': '-73.75607'}",814,48,2030
Rt 50 & Hetchel Town Rd,2255,-73.912033,42.896828,450,GLENVILLE,SARATOGA,No,No,No,No,Yes,No,"{'latitude': '42.896828', 'longitude': '-73.912033'}",108,50,2142
Carman Rd & Carman Courts Mobile Park,1609,-73.94146,42.73899,763,GUILDERLAND,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.73899', 'longitude': '-73.94146'}",832,72,2030
Van Vranken Ave & Salina St,3545,-73.92056,42.82978,"351, 998",SCHENECTADY,SALINA,No,No,No,No,Yes,No,"{'latitude': '42.82978', 'longitude': '-73.92056'}",104,77,2142
Van Rensselaer Blvd &  Hendrick Ave,2954,-73.742388,42.682372,182,COLONIE,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.682372', 'longitude': '-73.742388'}",834,41,2030
Rt 7 & Vly Rd,11462,-73.823746,42.772129,370,COLONIE,STATE HWY 7,No,No,Yes,No,Yes,No,"{'latitude': '42.772129', 'longitude': '-73.823746'}",834,1288,2030
43 British American Blvd,12634,,,"117, 737",COLONIE,UNKNOWN,No,No,No,No,Yes,No,,,,
1111 Rt 7 (Keeler Mercedes-Benz),3620,-73.81382,42.76614,370,COLONIE,STATE HWY 7,No,No,No,No,Yes,No,"{'latitude': '42.76614', 'longitude': '-73.81382'}",834,1288,2030
East St & Herrick St (Rensselaer Rail Station),318,-73.74015,42.64076,"114,214, 808",RENSSELAER,AMTRACK,No,No,Yes,No,Yes,No,"{'latitude': '42.64076', 'longitude': '-73.74015'}",115,1309,2138
Peoples Ave & 15th St,10971,-73.67632,42.73307,"87, 286",TROY,15TH,No,Yes,Yes,No,Yes,No,"{'latitude': '42.73307', 'longitude': '-73.67632'}",110,11,2138
Pawling Ave & Parkview Ct,4370,-73.66125,42.70634,286,TROY,MONROE,No,No,No,No,Yes,No,"{'latitude': '42.70634', 'longitude': '-73.66125'}",110,11,2138
Wade Rd & Davey Tree Service,12661,-73.789089,42.745822,190,COLONIE,ECHO,No,No,No,No,Yes,No,"{'latitude': '42.745822', 'longitude': '-73.789089'}",834,1288,2030
19th St & Highland Club Apts,11114,-73.7202,42.73535,370,COLONIE,19TH,No,No,No,No,Yes,No,"{'latitude': '42.73535', 'longitude': '-73.7202'}",834,19,2030
N. Allen St & State St,1213,-73.7884,42.66993,"114,138,801, 804",ALBANY,STATE,No,No,No,No,Yes,No,"{'latitude': '42.66993', 'longitude': '-73.7884'}",814,40,2030
Crane St & 7th Ave,12477,-73.946518,42.796837,353,SCHENECTADY,7TH,No,No,No,No,Yes,No,"{'latitude': '42.796837', 'longitude': '-73.946518'}",104,72,2142
Latham Farms,7168,-73.76204,42.75532,"182,190, 370",COLONIE,UNKNOWN,No,Yes,Yes,Yes,Yes,No,"{'latitude': '42.75532', 'longitude': '-73.76204'}",834,1288,2030
Duane Ave & Kelton Ave,12455,-73.92814,42.79799,352,SCHENECTADY,KELTON,No,No,No,No,Yes,No,"{'latitude': '42.79799', 'longitude': '-73.92814'}",104,73,2142
52 Corporate Circle,12606,,,117,ALBANY,CHARLES,No,No,No,No,Yes,No,,,,
Livingston Ave & Ontario St,10347,-73.771366,42.671052,"138,801, 804",ALBANY,ONTARIO,No,No,No,No,Yes,No,"{'latitude': '42.671052', 'longitude': '-73.771366'}",814,43,2030
Krumkill Rd & Aspen Cir,10644,-73.82055,42.66337,734,ALBANY,RAMP,No,No,No,No,Yes,No,"{'latitude': '42.66337', 'longitude': '-73.82055'}",814,45,2030
Ballston Ave & Union St,12113,-73.7901,43.07389,450,SARATOGA SPRINGS,UNION,No,No,No,No,Yes,No,"{'latitude': '43.07389', 'longitude': '-73.7901'}",994,147,2141
Burdett Ave & Detroit Ave,2887,-73.67062,42.73662,87,TROY,DETROIT,No,No,No,No,Yes,No,"{'latitude': '42.73662', 'longitude': '-73.67062'}",110,11,2138
Price Chopper - Glenmont,11757,-73.790643,42.602459,7,BETHLEHEM,KMART&PRICE CHOPPER-GLENMONT,No,No,No,No,Yes,No,"{'latitude': '42.602459', 'longitude': '-73.790643'}",837,1225,2030
Nott St & Dean St,3674,-73.89963,42.816415,354,NISKAYUNA,KEYES,No,No,No,No,Yes,No,"{'latitude': '42.816415', 'longitude': '-73.89963'}",107,78,2142
Central Ave & Reber St,2425,-73.857851,42.739735,355,COLONIE,CAMPBELL,No,No,No,No,Yes,No,"{'latitude': '42.739735', 'longitude': '-73.857851'}",834,42,2030
Columbia Tpke & Elliot Ave,2519,-73.70464,42.59373,233,EAST GREENBUSH,ELLIOT,No,No,No,No,Yes,No,"{'latitude': '42.59373', 'longitude': '-73.70464'}",129,1186,2138
Washington Ave & Chestnut St,11407,-73.729179,42.657919,"214, 808",RENSSELAER,4TH,No,No,No,No,Yes,No,"{'latitude': '42.657919', 'longitude': '-73.729179'}",115,1309,2138
Van Rensselaer Blvd & River Hill Ave,2078,-73.74188,42.68346,182,COLONIE,HENDRICK,No,No,No,No,Yes,No,"{'latitude': '42.68346', 'longitude': '-73.74188'}",834,41,2030
Van Rensselaer Blvd & Amsterdam Ave,3268,-73.74286,42.68078,182,COLONIE,STATE HWY 377,No,No,No,No,Yes,No,"{'latitude': '42.68078', 'longitude': '-73.74286'}",834,41,2030
Menands Rd & Barry Ct,12887,-73.744071,42.701021,182,COLONIE,BARRY,No,No,No,No,Yes,No,"{'latitude': '42.701021', 'longitude': '-73.744071'}",834,48,2030
845 Rt 50 - Burnt Hills Post Office,12869,-73.890144,42.91803,450,BALLSTON,KINGSBURY,No,No,No,No,Yes,No,"{'latitude': '42.91803', 'longitude': '-73.890144'}",1011,1153,2141
2113 Central Ave,2282,-73.87414,42.753962,355,COLONIE,CENTRAL,No,No,No,No,Yes,No,"{'latitude': '42.753962', 'longitude': '-73.87414'}",834,73,2030
Pawling Ave & Mountainview Ave,3774,-73.65414,42.70102,286,TROY,MOUNTAINVIEW,No,No,No,No,Yes,No,"{'latitude': '42.70102', 'longitude': '-73.65414'}",110,11,2138
Airline Drive @CBA Entrance,12761,-73.820749,42.733435,155,COLONIE,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.733435', 'longitude': '-73.820749'}",834,42,2030
Robin St & Western Ave,3313,-73.770341,42.659843,11,ALBANY,ROBIN,No,No,No,No,Yes,No,"{'latitude': '42.659843', 'longitude': '-73.770341'}",814,40,2030
2nd Ave & 123rd St,828,-73.67283,42.784392,85,TROY,123RD,No,No,No,No,Yes,No,"{'latitude': '42.784392', 'longitude': '-73.67283'}",110,12,2138
Midway Stop #1 & Project St,4485,-73.67554,42.7106,289,TROY,CAMPBELL,No,No,No,No,Yes,No,"{'latitude': '42.7106', 'longitude': '-73.67554'}",110,11,2138
State St & Eagle St,10087,-73.755035,42.651581,"1,10,12,13,18,182,734,737,763,801,807,808, 870",ALBANY,STATE HWY 5,No,Yes,Yes,No,Yes,No,"{'latitude': '42.651581', 'longitude': '-73.755035'}",814,44,2030
6th Ave & State St (Troy Boys & Girls Club),12945,,,96,TROY,6TH,No,No,No,No,Yes,No,,,,
Columbia Tpke & Forrest Dr,2585,-73.71764,42.60479,233,EAST GREENBUSH,FORREST,No,No,No,No,Yes,No,"{'latitude': '42.60479', 'longitude': '-73.71764'}",129,1186,2138
Wilton Mall (Bon-Ton),11487,-73.736309,43.102793,"450,452, 840",WILTON,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '43.102793', 'longitude': '-73.736309'}",991,147,2141
Union St & Wright Ave,2453,-73.908632,42.806273,370,SCHENECTADY,CENTRAL,No,No,No,No,Yes,No,"{'latitude': '42.806273', 'longitude': '-73.908632'}",104,78,2142
Towers of Colonie & Sand Creek Rd,10526,-73.807552,42.712285,125,COLONIE,RAMUNDO,No,Yes,Yes,No,Yes,No,"{'latitude': '42.712285', 'longitude': '-73.807552'}",834,42,2030
Broadway & Guilderland Ave,11618,-73.96054,42.79958,351,SCHENECTADY,GUILDERLAND,No,No,Yes,No,Yes,No,"{'latitude': '42.79958', 'longitude': '-73.96054'}",104,75,2142
Delaware Ave & Rural Pl,1331,-73.82336,42.62571,18,BETHLEHEM,GROESBECK,No,No,No,No,Yes,No,"{'latitude': '42.62571', 'longitude': '-73.82336'}",837,1180,2030
Columbia Tpke & Corellis Dr,2610,-73.722269,42.607107,233,EAST GREENBUSH,CORELLIS,No,No,No,No,Yes,No,"{'latitude': '42.607107', 'longitude': '-73.722269'}",129,1309,2138
